工具类别,工具名称,简介,官网链接,Logo链接,Logo本地路径
AI编程工具,Zeabur,专为氛围编程设计的云部署AI 智能体,https://zeabur.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/zeabur-icon.png,E:\PNG\site-58176.png
AI创新工具,MyShell,构建、共享和拥有AI Agents的开发平台,https://myshell.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/MyShell-logo.png,E:\PNG\site-58058.png
AI金融工具,FinGenius,全球首个A股AI金融博弈智能体应用,http://fingenius.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/FinGenius-logo.png,E:\PNG\site-57411.png
,,,,,
,,,,,
AI营销工具,如此AI员工,国内首个全链路营销获客AI Agent,https://www.ruciapp.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/08/ruciapp-logo.png,E:\PNG\site-60115.png
,,,,,
AI创新工具,BrowserOS,免费开源的 AI Agent 浏览器,https://www.browseros.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/BrowserOS-logo.png,E:\PNG\site-58161.png
,,,,,
AI视频工具,CrePal,AI 视频创作智能体,https://crepal.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/CrePal-logo.png,E:\PNG\site-57192.png
,,,,,
AI游戏工具,逗逗AI,AI游戏陪玩，支持原神、黑神话、LOL！,https://doudou.paluai.com/web_aitool,https://ai-bot.cn/wp-content/uploads/2024/12/doudou-logo.png,E:\PNG\site-14769.png
A聊天机器人,ChatGPT,OpenAI 推出的AI聊天机器人,https://chatgpt.com,https://ai-bot.cn/wp-content/uploads/2025/07/Chatgpt-logo.png,E:\PNG\site-30.png
AI创新工具,Claude,Anthropic公司推出的对话式AI智能助手,,https://ai-bot.cn/wp-content/uploads/2023/03/anthropic-icon.png,E:\PNG\site-460.png
A聊天机器人,Gemini,Google推出的AI聊天对话机器人Gemini,https://deepmind.google/technologies/gemini,https://ai-bot.cn/wp-content/uploads/2024/05/googel-gemini-app-icon.webp,E:\PNG\site-736.png
AI创新工具,DeepSeek,幻方量化推出的AI智能助手和开源大模型,https://deepseek.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/11/deepseek-chat-icon.png,E:\PNG\site-54501.png
AI创新工具,Kimi智能助手,月之暗面推出的AI智能助手,https://www.kimi.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/05/kimi-ai-logo.png,E:\PNG\site-53747.png
AI创新工具,腾讯元宝,腾讯推出的免费AI智能助手,https://yuanbao.paluai.com/aibot,https://ai-bot.cn/wp-content/uploads/2024/05/tencent-yuanbao-icon.png,E:\PNG\site-12946.png
AI创新工具,通义,阿里推出的自研大模型，通情、达义，你的全能AI助手！,https://www.tongyi.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/09/tongyi-icon.png,E:\PNG\site-1338.png
AI创新工具,MiniMax,MiniMax推出的AI智能问答助手,https://chat.minimaxi.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/03/MiniMax-logo.png,E:\PNG\site-8835.png
AI创新工具,Grok,马斯克旗下xAI推出的人工智能助手,https://grok.com,https://ai-bot.cn/wp-content/uploads/2023/11/xai-icon.png,E:\PNG\site-5368.png
AI创新工具,Z.ai,智谱面向全球推出的AI模型体验平台,https://z.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/09/Z.ai-logo.png,E:\PNG\site-62950.png
,,,,,
AI创新工具,LongCat,美团推出的自研大模型AI对话平台,https://longcat.chat/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/09/LongCat-icon.png,E:\PNG\site-61432.png
AI创新工具,文心一言,百度推出的基于文心大模型的AI智能助手,https://yiyan.baidu.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/baidu-yiyan-icon.png,E:\PNG\site-669.png
AI创新工具,智谱清言,智谱推出的全能AI助手,https://chatglm.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/08/zhipu-ai-chatglm-icon.png,E:\PNG\site-2005.png
,,,,,
AI创新工具,问小白,AI智能助手，支持DeepSeek满血版,https://www.wenxiaobai.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/04/wenxiaobai-logo-2.png,E:\PNG\site-14215.png
,,,,,
A聊天机器人,阶跃AI,阶跃星辰推出的支持多模态的AI聊天机器人,https://yuewen.cn/chats/new?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/03/stepchat-icon.png,E:\PNG\site-9802.png
AI创新工具,百小应,百川智能推出的免费AI助手,https://ying.baichuan-ai.com/chat?from=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/05/ying-ai-icon.png,E:\PNG\site-12663.png
AI创新工具,天工AI,昆仑万维推出的AI智能助手,https://www.tiangong.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/08/tiangong-ai-search-icon.png,E:\PNG\site-1784.png
A聊天机器人,商量SenseChat,商汤科技推出的免费AI聊天助手,https://chat.sensetime.com/wb/home?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/04/sensechat-new-icon.png,E:\PNG\site-11529.png
A聊天机器人,Me.bot,心识宇宙推出的个性化AI伴侣产品,https://www.me.bot/?utm_source=ai-bot.cn,https://is1-ssl.mzstatic.com/image/thumb/Purple211/v4/ae/39/fa/ae39fa8f-aa28-f211-8aa5-40fdd111feda/AppIcon-0-0-1x_U007ephone-0-85-220.png/460x0w.webp,E:\PNG\site-16356.png
AI游戏工具,Saylo,AI驱动的故事角色扮演游戏应用，沉浸式的剧本互动体验,https://www.sayloai.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/09/Saylo-logo.png,E:\PNG\site-21956.png
AI创新工具,Poe,问答社区Quora推出的问答机器人工具,,https://ai-bot.cn/wp-content/uploads/2023/03/quora-poe-icon.png,E:\PNG\site-459.png
AI创新工具,Copilot,微软推出的网页版Copilot助手,https://copilot.microsoft.com,https://ai-bot.cn/wp-content/uploads/2023/11/microsoft-copilot-icon.png,E:\PNG\site-6019.png
AI游戏工具,Character.AI,创建虚拟角色并与其对话,,https://ai-bot.cn/wp-content/uploads/2023/03/character-ai-icon.png,E:\PNG\site-137.png
A聊天机器人,Meta AI助手,Meta推出的免费AI聊天助手,https://www.meta.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/12/imagine-with-meta.png,E:\PNG\site-11358.png
AI编程工具,文心快码,百度推出的AI编程助手，基于文心大模型,https://comate.baidu.com/?inviteCode=8f8or9cz,https://ai-bot.cn/wp-content/uploads/2024/08/comate-baidu-logo.png,E:\PNG\site-4099.png
AI编程工具,Qoder,阿里巴巴推出的 AI Agentic 编程工具,https://qoder.paluai.com/aibot,https://ai-bot.cn/wp-content/uploads/2025/08/qoder-logo.png,E:\PNG\site-60584.png
AI编程工具,Cursor,AI代码编辑器，快速进行编程和软件开发,https://www.cursor.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/08/cursor-logo.png,E:\PNG\site-906.png
AI编程工具,代码小浣熊,商汤科技推出的免费AI编程助手,https://www.xiaohuanxiong.com/login?utm_source=blmay1,https://ai-bot.cn/wp-content/uploads/2023/12/sensetime-raccoon-code-icon.png,E:\PNG\site-6519.png
AI创新工具,Kiro,亚马逊公司推出的 AI IDE,https://kiro.dev/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/Kiro-logo.png,E:\PNG\site-57086.png
AI编程工具,CodeBuddy IDE,腾讯推出的全栈开发AI IDE,https://www.codebuddy.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/codebuddy-logo-1.png,E:\PNG\site-57753.png
AI编程工具,通义灵码,阿里推出的免费AI编程工具，基于通义大模型,https://lingma.aliyun.com/lingma,https://ai-bot.cn/wp-content/uploads/2023/12/tongyi-lingma-icon-1.png,E:\PNG\site-5269.png
AI编程工具,Claude Code,Anthropic 推出的AI编程工具,https://www.anthropic.com/claude-code?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/Claude-Code-logo1.png,E:\PNG\site-56948.png
AI编程工具,GitHub Copilot,GitHub推出的AI编程工具,https://github.com/features/copilot,https://ai-bot.cn/wp-content/uploads/2023/03/github-copilot-icon.png,E:\PNG\site-45.png
AI编程工具,Lovable,全栈AI编程工具，一句话构建网站应用,https://lovable.dev/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/08/Lovable-logo.png,E:\PNG\site-60798.png
AI编程工具,Augment Code,AI编程辅助工具，专为大型代码库设计,https://www.augmentcode.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/04/augment-code-icon.png,E:\PNG\site-11625.png
AI编程工具,Codex,OpenAI推出的AI编程模型和工具,https://openai.com/index/codex-now-generally-available,https://ai-bot.cn/wp-content/uploads/2023/03/openai-codex-icon.png,E:\PNG\site-53.png
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
AI编程工具,Warp Code,Warp推出的AI编程工具,https://www.warp.dev/code?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/09/Warp-Code-logo.png,E:\PNG\site-61842.png
AI编程工具,CodeWhisperer,亚马逊推出的免费AI编程助手,https://aws.amazon.com/codewhisperer,https://ai-bot.cn/wp-content/uploads/2023/04/codewhisperer-icon.png,E:\PNG\site-1616.png
,,,,,
,,,,,
AI创新工具,Qodo,（原CodiumAI）AI开发平台,https://www.codium.ai,https://ai-bot.cn/wp-content/uploads/2025/07/Qodo-logo.png,E:\PNG\site-789.png
AI编程工具,CodeGeeX,智谱AI推出的免费AI编程助手,https://codegeex.cn,https://ai-bot.cn/wp-content/uploads/2023/04/codegeex-icon.png,E:\PNG\site-1131.png
AI编程工具,Cody,Sourcegraph推出的免费AI编程工具,https://about.sourcegraph.com/cody?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/05/sourcegraph-cody-icon.png,E:\PNG\site-2613.png
AI编程工具,DevChat,开源的支持多款大模型的AI编程助手,https://www.devchat.ai/zh?ref=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/01/devchat-icon.png,E:\PNG\site-7582.png
AI创新工具,Zread,专为开发者设计的AI源码解读产品,https://zread.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/Zread-logo.png,E:\PNG\site-57573.png
AI编程工具,JoyCode,京东云推出的新一代智能编程 AI IDE,https://joycode.jd.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/JoyCode-icon.png,E:\PNG\site-57642.png
AI创新工具,墨刀AI,AI秒生原型稿,https://modao.cc/feature/ai?utm_channel=wl&utm_source=referrals&utm_keyword=aibot,https://ai-bot.cn/wp-content/uploads/2023/05/modao-icon.png,E:\PNG\site-2648.png
AI创新工具,Pic Copilot,阿里国际推出的AI电商设计工具,https://www.piccopilot.com/create/?utm_source=aff&utm_medium=aibot1,https://ai-bot.cn/wp-content/uploads/2024/11/pic-copilot-logo.png,E:\PNG\site-32344.png
AI游戏工具,Recraft AI,免费无限AI画板，生成高质量矢量艺术画、图标、3D图片和插画,https://www.recraft.ai/?ref=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/06/recraft-ai-icon.png,E:\PNG\site-3171.png
AI创新工具,Figma AI,Figma推出的原生AI设计工具,https://www.figma.com/ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/11/figma-icon.png,E:\PNG\site-13896.png
AI创新工具,GemDesign,AI原生高保真原型设计工具,https://design.gemcoder.com/?ci=bot,https://ai-bot.cn/wp-content/uploads/2025/08/GemDesign-logo.png,E:\PNG\site-60993.png
AI游戏工具,Holopix AI,专为游戏、动漫、插画设计打造的AI设计平台,https://holopix.cn/?inviteCode=741737,https://ai-bot.cn/wp-content/uploads/2025/07/Holopix-AI-logo.png,E:\PNG\site-56965.png
AI创新工具,创客贴AI,AI辅助的智能在线设计工具,https://aiart.chuangkit.com/matrix?utm_source=aibotQD,https://ai-bot.cn/wp-content/uploads/2023/04/chuangkit-aiart-icon.png,E:\PNG\site-13019.png
AI创新工具,美间AI,新一代AI画布式创意设计平台,https://www.meijian.com/ai?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/06/meijianai-logo.png,E:\PNG\site-54633.png
AI创新工具,蚂上有创意,支付宝推出的AI设计工具，面向商家提供电商设计服务,https://idesign.alipay.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/11/mashangyouchuangyi-logo.png,E:\PNG\site-28903.png
AI创新工具,爱设计,AI在线设计平台，提供多端在线拖拽设计工具,https://www.isheji.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/10/isheji-logo-1.png,E:\PNG\site-24811.png
AI创新工具,魔力工作室,Canva可画推出的一站式AI创作套件,https://www.canva.cn/magic/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/canva-icon.png,E:\PNG\site-15196.png
AI创新工具,Microsoft Designer,微软推出的在线设计海报和宣传图工具,https://designer.microsoft.com,https://ai-bot.cn/wp-content/uploads/2023/03/microsoft-designer-icon.png,E:\PNG\site-945.png
,,,,,
AI创新工具,燕雀光年,AI LOGO设计工具,https://www.yanqueai.com,https://ai-bot.cn/wp-content/uploads/2025/06/yanque-logo.png,E:\PNG\site-54629.png
AI商业工具,标小智LOGO生成器,AI Logo设计平台，一键生成企业Logo,https://www.logosc.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/09/logosc-logo.png,E:\PNG\site-1414.png
AI创新工具,Looka,AI在线设计和生成logo,https://looka.com,https://ai-bot.cn/wp-content/uploads/2023/03/looka-icon.png,E:\PNG\site-595.png
AI创新工具,智绘设计,腾讯推出的智能设计平台，让内容更精彩,https://taishan.qq.com/brand/?ref=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/04/taishan-qq-icon.png,E:\PNG\site-1954.png
AI创新工具,MasterGo AI,国产产品设计工具MasterGo推出的智能UI设计助手,https://mastergo.com/upcoming-ai/apply?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/06/mastergo-ai-icon.png,E:\PNG\site-2733.png
,,,,,
AI创新工具,FigJam AI,Figma推出的AI白板协作设计工具,https://www.figma.com/figjam/ai,https://ai-bot.cn/wp-content/uploads/2023/11/figma-icon.png,E:\PNG\site-4487.png
AI创新工具,鹿班,阿里推出的智能设计商品图和海报的平台,https://d.design/toolbox/luban-pic?from=ab1,https://ai-bot.cn/wp-content/uploads/2023/04/luban-icon.png,E:\PNG\site-1986.png
AI创新工具,Magic Design,在线设计工具Canva推出的AI设计工具,https://www.canva.com/magic-design,https://ai-bot.cn/wp-content/uploads/2023/03/canva-icon.png,E:\PNG\site-1087.png
AI创新工具,简单设计,免费的在线设计、图片处理工具,https://www.jiandan.link/?rel=DB2V2320,https://ai-bot.cn/wp-content/uploads/2024/08/jiandan.link-logo.png,E:\PNG\site-17815.png
AI写作工具,135 AI排版,公众号AI图文排版和智能文案生成工具,https://www.135editor.com/ai_editor/?track_id=34&hmmd=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/04/135-ai-editor-icon.png,E:\PNG\site-10754.png
AI音频工具,魔音工坊,AI配音工具，轻松配出媲美真人的声音,https://www.moyin.com/?channelCode=AIGJJ01_20240905,https://ai-bot.cn/wp-content/uploads/2023/04/moyin-icon.png,E:\PNG\site-1924.png
AI创新工具,讯飞智作,科大讯飞推出的AI转语音和配音工具,https://peiyin.xunfei.cn/?ftype=14,https://ai-bot.cn/wp-content/uploads/2023/03/peyin-xunfei-icon.png,E:\PNG\site-246.png
AI创新工具,听脑AI,AI语音录音记录助手,https://itingnao.com/home?source=3514&unit=3516,https://ai-bot.cn/wp-content/uploads/2024/05/itingnao-ai-icon.png,E:\PNG\site-12837.png
AI创新工具,Suno,高质量的AI音乐创作平台,https://www.suno.ai/?ref=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/12/suno-ai-icon.png,E:\PNG\site-6968.png
AI创新工具,海绵音乐,字节跳动推出的免费AI音乐创作和发现平台,https://www.haimian.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/06/haimianyinyue-logo.png,E:\PNG\site-13336.png
AI创新工具,音疯,昆仑万维推出的AI音乐创作平台，一键生成原创歌曲,https://www.yinfeng.cn/home?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/09/yinfeng-logo1.png,E:\PNG\site-18655.png
AI创新工具,ElevenLabs,AI文本转语音，支持包含中文在内的28种语言,https://try.elevenlabs.io/mqbahm8egbk8,https://ai-bot.cn/wp-content/uploads/2023/08/elevenlabs-icon.png,E:\PNG\site-4294.png
AI创新工具,琅琅配音,智能文本转语音工具,https://lang123.top/?rmd=64546,https://ai-bot.cn/wp-content/uploads/2024/07/lang123-logo.png,E:\PNG\site-14585.png
,,,,,
,,,,,
,,,,,
,,,,,
AI创新工具,NotebookLM,谷歌推出的AI笔记应用，5分钟生成一段对话播客,https://notebooklm.google/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/08/NotebookLM-logo.png,E:\PNG\site-21562.png
,,,,,
AI音频工具,音剪,喜马拉雅推出的一站式AI音频创作平台,https://audioeditor.ximalaya.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/11/yinjian-logo.png,E:\PNG\site-28064.png
AI创新工具,简单听记,百度网盘推出的AI语音转文字工具,https://pan.baidu.com/embed/listennote?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/11/listennote-logo.png,E:\PNG\site-28201.png
AI创新工具,讯飞听见,科大讯飞推出的在线AI语音转文字工具,https://www.iflyrec.com/zhuanwenzi.html?from=ai-bot_zwz,https://ai-bot.cn/wp-content/uploads/2023/03/meeting-iflyrec-icon.png,E:\PNG\site-18898.png
AI创新工具,MemoAI,免费的AI语音转文字工具,https://memo.ac/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/08/MemoAI-logo1.png,E:\PNG\site-17999.png
AI创新工具,Reecho睿声,超拟真的中英文AI语音克隆/生成平台,https://www.reecho.ai/?ref=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/02/reecho-ai-icon.png,E:\PNG\site-8681.png
AI创新工具,Udio,免费的AI音乐创作工具，每月可生成1200首歌曲,https://www.udio.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/04/udio-ai-icon.png,E:\PNG\site-11026.png
AI创新工具,网易天音,网易推出的一站式AI音乐创作工具,https://tianyin.163.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/tianyin-163-icon.png,E:\PNG\site-702.png
AI创新工具,TME Studio,腾讯音乐推出的智能音乐创作助手,https://y.qq.com/tme_studio/index.html#/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/05/tme-studio-icon.png,E:\PNG\site-2056.png
AI创新工具,Lyrics Into Song AI,在线AI音乐创作工具，输入歌词创建个性化歌曲,https://lyricsintosong.ai/zh?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/09/Lyrics-Into-Song-AI-logo.png,E:\PNG\site-22182.png
AI音频工具,Stable Audio,Stability AI最新推出的音乐生成工具,https://www.stableaudio.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/09/stable-audio-icon.png,E:\PNG\site-4667.png
AI写作工具,TextToSpeech,完全免费的AI文字转语音工具,https://texttospeech.im/zh-CN?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/08/TextToSpeech-logo.png,E:\PNG\site-14849.png
AI音频工具,TTSMaker,马克配音（MakVoice）推出的免费AI文字转语音工具,https://ttsmaker.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/08/TTSMaker-website.png,E:\PNG\site-14885.png
AI音频工具,LOVO AI,专业的AI文字转语音工具，支持500+声音和100种语言,https://lovo.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/lovo-ai-icon.png,E:\PNG\site-14893.png
AI音频工具,Uberduck,开源的AI语音生成社区，5000多种不同的声音,https://uberduck.ai/?via=ai-bot,https://ai-bot.cn/wp-content/uploads/2023/04/uberduck-icon.png,E:\PNG\site-1903.png
AI创新工具,Sonauto,免费的AI音乐生成和歌曲创作工具,https://sonauto.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/04/sonauto-icon.png,E:\PNG\site-11193.png
AI音频工具,天工SkyMusic,昆仑万维发布的国内首个AI音乐生成大模型,https://www.tiangong.cn/music?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/08/tiangong-ai-search-icon.png,E:\PNG\site-11251.png
AI搜索引擎,夸克AI,集AI搜索、网盘、文档、创作等功能于一体的应用,https://b.quark.cn/apps/qkhomepage_twofoufeb/routes/model?entry=other_baoyingpckk_cpa9&ch=other_baoyingpckk_cpa9&image=search&dp=,https://ai-bot.cn/wp-content/uploads/2024/11/quark-logo-1.png,E:\PNG\site-15309.png
AI搜索引擎,WisPaper,复旦团队推出的 AI 学术搜索工具,https://www.wispaper.ai/?utm_source=aibot,https://ai-bot.cn/wp-content/uploads/2025/09/WisPaper-logo.png,E:\PNG\site-62394.png
AI搜索引擎,Perplexity,强大的对话式AI搜索引擎,https://www.perplexity.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/05/perplexity-icon.png,E:\PNG\site-11895.png
A聊天机器人,SearchGPT,OpenAI最新推出的AI搜索引擎,,https://ai-bot.cn/wp-content/uploads/2024/08/SearchGPT-logo.png,E:\PNG\site-14609.png
AI创新工具,AMiner,智谱AI推出的大模型学术平台,https://www.aminer.cn/open/research?f=aibot_search_dr_v1,https://ai-bot.cn/wp-content/uploads/2024/07/aminer-logo.png,E:\PNG\site-14355.png
AI搜索引擎,心流,阿里旗下推出的AI搜索助手,https://iflow.cn/?utm_source=aibot,https://ai-bot.cn/wp-content/uploads/2024/07/iflow-icon.png,E:\PNG\site-14200.png
AI搜索引擎,玻尔,新一代科研知识库与AI学术搜索平台,https://www.bohrium.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/bohrium-logo.png,E:\PNG\site-58169.png
,,,,,
AI搜索引擎,Devv,面向程序员的新一代AI搜索引擎,https://devv.ai/zh?ref=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/01/devv-ai-icon.png,E:\PNG\site-7108.png
AI搜索引擎,知乎直答,知乎推出的AI搜索引擎，直达问题答案,https://zhida.zhihu.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/06/zhihu-zhida-icon.png,E:\PNG\site-13966.png
AI搜索引擎,纳米AI,360推出的新一代超级AI搜索工具,https://www.n.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/09/n.AI-logo.png,E:\PNG\site-62941.png
AI搜索引擎,百度AI探索版,百度推出的深度AI搜索引擎,https://think.baidu.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/08/baidu-zuojia-icon.png,E:\PNG\site-28907.png
AI搜索引擎,Felo,免费AI智能搜索引擎，支持社交联网搜索和多语种问答结果,https://felo.ai/search?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/08/Felo-ai-logo.png,E:\PNG\site-18048.png
AI搜索引擎,Exa AI,专门为AI模型设计的搜索引擎平台,https://exa.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/07/Exa-AI-logo.png,E:\PNG\site-14411.png
AI搜索引擎,Reddo,全球产品信息AI搜索引擎，能语义化搜索任何公开的产品与公司,https://www.reddo.cloud/search_home?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/08/Reddo-logo.png,E:\PNG\site-16039.png
AI搜索引擎,博查AI搜索,支持多模型的AI搜索引擎,https://bochaai.com,https://ai-bot.cn/wp-content/uploads/2024/04/bocha-ai-icon.png,E:\PNG\site-11402.png
AI创新工具,博简智慧专利,AI专利查新检索与撰写平台,https://pagentia.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/08/pagentia-logo.png,E:\PNG\site-61089.png
AI写作工具,链企AI,链企智能推出的AI商业搜索和AI标书写作工具,https://www.lianqiai.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/08/lianqiai-webiste.png,E:\PNG\site-15865.png
AI搜索引擎,360AI搜索,360推出的新一代AI搜索引擎,https://so.360.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/05/360-ai-search-icon.png,E:\PNG\site-11897.png
AI搜索引擎,问问小宇宙,小宇宙推出的AI搜索产品,https://ask.xiaoyuzhoufm.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/07/xiaoyuzhou-website.png,E:\PNG\site-14818.png
AI搜索引擎,Dexa AI,AI播客搜索工具,https://dexa.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/08/dexa-ai-icon.png,E:\PNG\site-15211.png
AI搜索引擎,CuspAI,剑桥大学推出的材料学专业AI搜索工具,https://www.cusp.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/08/CuspAI-website.png,E:\PNG\site-15220.png
AI搜索引擎,XAnswer,支持生成思维导图的免费AI搜索工具,https://www.xanswer.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/08/XAnswer-logo.png,E:\PNG\site-15156.png
AI搜索引擎,Glean,专为职场人设计的AI搜索引擎,https://www.glean.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/08/Glean-logo.png,E:\PNG\site-16367.png
AI搜索引擎,AlphaSense,专为金融专业人士设计的AI搜索工具,https://www.alpha-sense.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/08/AlphaSense-logo.png,E:\PNG\site-15233.png
AI搜索引擎,Globe Explorer,结构化AI知识搜索引擎,https://explorer.globe.engineer/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/05/globe-explorer-icon.png,E:\PNG\site-11840.png
AI搜索引擎,Reportify,AI投资研究问答搜索引擎,https://reportify.cc/?ref=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/03/reportify-icon.png,E:\PNG\site-9857.png
AI创新工具,Coze,海量AI智能体免费用，一键复制同款,https://www.coze.cn/s/NvLQGqfiwSk,https://ai-bot.cn/wp-content/uploads/2023/12/coze-ai-icon.png,E:\PNG\site-6791.png
AI创新工具,阿里云百炼,一站式大模型开发与应用构建平台（免费领5.5折优惠券）,https://www.aliyun.com/minisite/goods?userCode=ex9ez2fz,https://ai-bot.cn/wp-content/uploads/2025/04/aliyun-bailian-logo.png,E:\PNG\site-50019.png
AI创新工具,Google AI Studio,免费体验和测试 Google 最新的 AI 模型,https://aistudio.google.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/08/Google-AI-Studio-icon.png,E:\PNG\site-61081.png
AI创新工具,SiliconFlow,生成式AI计算基础设施平台,https://cloud.siliconflow.cn/i/SjhsJgfH,https://ai-bot.cn/wp-content/uploads/2025/06/SiliconFlow-logo.png,E:\PNG\site-35828.png
,,,,,
